Event Name;Event Type;Event Date;Affected Countries;Location;Country Coordinates(Lat);Country Coordinates(Long);Event Description
Elon, Felix & Hermann;Windstorm;2015-01-07 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-08 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-09 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-10 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-11 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-12 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-13 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-14 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-15 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-16 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-17 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-18 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Elon, Felix & Hermann;Windstorm;2015-01-19 00:00:00;United Kingdom,Norway;N/A;54.75844,62;-2.69531,10;"
Elon (Dagmar) A gust of 113 mph (182 km/h) was recorded in Stornoway, Isle of Lewis – the strongest gust since the station first began recording in 1970.
Felix (Egon) Also named as extreme weather Nina in Norway.
Hermann, named Rachel by a private UK forecaster, which was used in some news media."
Ole;Windstorm;2015-02-06 00:00:00;Sweden,Norway;N/A;62,62;15,10;"Ole named by the Norwegian Meteorological Institute (Othmar FUB, Laina Finland) brought record breaking winds to some locations in Northern Norway and Swedish Lapland.
"
Ole;Windstorm;2015-02-07 00:00:00;Sweden,Norway;N/A;62,62;15,10;"Ole named by the Norwegian Meteorological Institute (Othmar FUB, Laina Finland) brought record breaking winds to some locations in Northern Norway and Swedish Lapland.
"
Ole;Windstorm;2015-02-08 00:00:00;Sweden,Norway;N/A;62,62;15,10;"Ole named by the Norwegian Meteorological Institute (Othmar FUB, Laina Finland) brought record breaking winds to some locations in Northern Norway and Swedish Lapland.
"
Ole;Windstorm;2015-02-09 00:00:00;Sweden,Norway;N/A;62,62;15,10;"Ole named by the Norwegian Meteorological Institute (Othmar FUB, Laina Finland) brought record breaking winds to some locations in Northern Norway and Swedish Lapland.
"
Niklas;Windstorm;2015-03-29 00:00:00;United Kingdom,Netherlands,Belgium,Germany,Switzerland,Austria,Poland,Czech Republic,Slovakia;N/A;54.75844,52.25,50.75,51.5,47.00016,47.33333,52,49.75,48.66667;-2.69531,5.75,4.5,10.5,8.01427,13.33333,20,15,19.5;"Niklas is believed to be one of the strongest storms in Germany in recent years, preceded by the low Mike which also brought hurricane strength winds to Europe. also named Lentestorm (spring storm) by KNMI, affected areas of western and central Europe with widespread disruption to air, shipping and road transport at the end of March 2015. The storm also caused forestry and property damage, power outages, and led to the loss of several lives.
"
Niklas;Windstorm;2015-03-30 00:00:00;United Kingdom,Netherlands,Belgium,Germany,Switzerland,Austria,Poland,Czech Republic,Slovakia;N/A;54.75844,52.25,50.75,51.5,47.00016,47.33333,52,49.75,48.66667;-2.69531,5.75,4.5,10.5,8.01427,13.33333,20,15,19.5;"Niklas is believed to be one of the strongest storms in Germany in recent years, preceded by the low Mike which also brought hurricane strength winds to Europe. also named Lentestorm (spring storm) by KNMI, affected areas of western and central Europe with widespread disruption to air, shipping and road transport at the end of March 2015. The storm also caused forestry and property damage, power outages, and led to the loss of several lives.
"
Niklas;Windstorm;2015-03-31 00:00:00;United Kingdom,Netherlands,Belgium,Germany,Switzerland,Austria,Poland,Czech Republic,Slovakia;N/A;54.75844,52.25,50.75,51.5,47.00016,47.33333,52,49.75,48.66667;-2.69531,5.75,4.5,10.5,8.01427,13.33333,20,15,19.5;"Niklas is believed to be one of the strongest storms in Germany in recent years, preceded by the low Mike which also brought hurricane strength winds to Europe. also named Lentestorm (spring storm) by KNMI, affected areas of western and central Europe with widespread disruption to air, shipping and road transport at the end of March 2015. The storm also caused forestry and property damage, power outages, and led to the loss of several lives.
"
Niklas;Windstorm;2015-04-01 00:00:00;United Kingdom,Netherlands,Belgium,Germany,Switzerland,Austria,Poland,Czech Republic,Slovakia;N/A;54.75844,52.25,50.75,51.5,47.00016,47.33333,52,49.75,48.66667;-2.69531,5.75,4.5,10.5,8.01427,13.33333,20,15,19.5;"Niklas is believed to be one of the strongest storms in Germany in recent years, preceded by the low Mike which also brought hurricane strength winds to Europe. also named Lentestorm (spring storm) by KNMI, affected areas of western and central Europe with widespread disruption to air, shipping and road transport at the end of March 2015. The storm also caused forestry and property damage, power outages, and led to the loss of several lives.
"
Niklas;Windstorm;2015-04-02 00:00:00;United Kingdom,Netherlands,Belgium,Germany,Switzerland,Austria,Poland,Czech Republic,Slovakia;N/A;54.75844,52.25,50.75,51.5,47.00016,47.33333,52,49.75,48.66667;-2.69531,5.75,4.5,10.5,8.01427,13.33333,20,15,19.5;"Niklas is believed to be one of the strongest storms in Germany in recent years, preceded by the low Mike which also brought hurricane strength winds to Europe. also named Lentestorm (spring storm) by KNMI, affected areas of western and central Europe with widespread disruption to air, shipping and road transport at the end of March 2015. The storm also caused forestry and property damage, power outages, and led to the loss of several lives.
"
Niklas;Windstorm;2015-04-03 00:00:00;United Kingdom,Netherlands,Belgium,Germany,Switzerland,Austria,Poland,Czech Republic,Slovakia;N/A;54.75844,52.25,50.75,51.5,47.00016,47.33333,52,49.75,48.66667;-2.69531,5.75,4.5,10.5,8.01427,13.33333,20,15,19.5;"Niklas is believed to be one of the strongest storms in Germany in recent years, preceded by the low Mike which also brought hurricane strength winds to Europe. also named Lentestorm (spring storm) by KNMI, affected areas of western and central Europe with widespread disruption to air, shipping and road transport at the end of March 2015. The storm also caused forestry and property damage, power outages, and led to the loss of several lives.
"
Zeljko;Windstorm;2015-07-22 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Zeljko;Windstorm;2015-07-23 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Zeljko;Windstorm;2015-07-24 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Zeljko;Windstorm;2015-07-25 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Zeljko;Windstorm;2015-07-26 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Zeljko;Windstorm;2015-07-27 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Zeljko;Windstorm;2015-07-28 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Zeljko;Windstorm;2015-07-29 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Zeljko;Windstorm;2015-07-30 00:00:00;Netherlands;N/A;52.25;5.75;"An unusually strong storm developed over the North Sea for the time of year, which according to KNMI is the strongest storm of its type witnessed in the Netherlands during summer.(
NL)"
Uwe;Windstorm;2015-12-06 00:00:00;Iceland;N/A;65;-18;" A severe storm affected Iceland, and was given the local name Diddú on Twitter. The storm brought maximum wind gusts of 72.6 m/s (261 km/h; 162 mph) to the East Iceland weather station at Hallormsstaðaháls, with hurricane-force winds reported from 33 weather stations in the country, and was the worst storm to affect Iceland since 1991.
"
Uwe;Windstorm;2015-12-07 00:00:00;Iceland;N/A;65;-18;" A severe storm affected Iceland, and was given the local name Diddú on Twitter. The storm brought maximum wind gusts of 72.6 m/s (261 km/h; 162 mph) to the East Iceland weather station at Hallormsstaðaháls, with hurricane-force winds reported from 33 weather stations in the country, and was the worst storm to affect Iceland since 1991.
"
Uwe;Windstorm;2015-12-08 00:00:00;Iceland;N/A;65;-18;" A severe storm affected Iceland, and was given the local name Diddú on Twitter. The storm brought maximum wind gusts of 72.6 m/s (261 km/h; 162 mph) to the East Iceland weather station at Hallormsstaðaháls, with hurricane-force winds reported from 33 weather stations in the country, and was the worst storm to affect Iceland since 1991.
"
Uwe;Windstorm;2015-12-09 00:00:00;Iceland;N/A;65;-18;" A severe storm affected Iceland, and was given the local name Diddú on Twitter. The storm brought maximum wind gusts of 72.6 m/s (261 km/h; 162 mph) to the East Iceland weather station at Hallormsstaðaháls, with hurricane-force winds reported from 33 weather stations in the country, and was the worst storm to affect Iceland since 1991.
"
Uwe;Windstorm;2015-12-10 00:00:00;Iceland;N/A;65;-18;" A severe storm affected Iceland, and was given the local name Diddú on Twitter. The storm brought maximum wind gusts of 72.6 m/s (261 km/h; 162 mph) to the East Iceland weather station at Hallormsstaðaháls, with hurricane-force winds reported from 33 weather stations in the country, and was the worst storm to affect Iceland since 1991.
"
Uwe;Windstorm;2015-12-11 00:00:00;Iceland;N/A;65;-18;" A severe storm affected Iceland, and was given the local name Diddú on Twitter. The storm brought maximum wind gusts of 72.6 m/s (261 km/h; 162 mph) to the East Iceland weather station at Hallormsstaðaháls, with hurricane-force winds reported from 33 weather stations in the country, and was the worst storm to affect Iceland since 1991.
"
Egon;Windstorm;2017-01-12 00:00:00;France,Germany,Belgium,Netherlands,Luxembourg,Switzerland,Austria;N/A;46,51.5,50.75,52.25,49.75,47.00016,47.33333;2,10.5,4.5,5.75,6.16667,8.01427,13.33333;"Egon was the first storm to surpass the Perils.org reporting threshold of €200 million since storm Niklas in 2015.
"
Egon;Windstorm;2017-01-13 00:00:00;France,Germany,Belgium,Netherlands,Luxembourg,Switzerland,Austria;N/A;46,51.5,50.75,52.25,49.75,47.00016,47.33333;2,10.5,4.5,5.75,6.16667,8.01427,13.33333;"Egon was the first storm to surpass the Perils.org reporting threshold of €200 million since storm Niklas in 2015.
"
Thomas (Doris);Windstorm;2017-02-23 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"
"
Thomas (Doris);Windstorm;2017-02-24 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"
"
Thomas (Doris);Windstorm;2017-02-25 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"
"
Thomas (Doris);Windstorm;2017-02-26 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"
"
Thomas (Doris);Windstorm;2017-02-27 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"
"
Thomas (Doris);Windstorm;2017-02-28 00:00:00;Ireland,United Kingdom;N/A;53,54.75844;-8,-2.69531;"
"
Zeus;Windstorm;2017-03-05 00:00:00;France,Switzerland,Italy;N/A;46,47.00016,42.83333;2,8.01427,12.83333;"Zeus affected France on a trajectory stretching from Brittany to the Italian border. Zeus was not named by a national meteorological agency but was widely used in French media, believed to be a misappellation of another low named by the Free University of Berlin charts
"
Zeus;Windstorm;2017-03-06 00:00:00;France,Switzerland,Italy;N/A;46,47.00016,42.83333;2,8.01427,12.83333;"Zeus affected France on a trajectory stretching from Brittany to the Italian border. Zeus was not named by a national meteorological agency but was widely used in French media, believed to be a misappellation of another low named by the Free University of Berlin charts
"
Zeus;Windstorm;2017-03-07 00:00:00;France,Switzerland,Italy;N/A;46,47.00016,42.83333;2,8.01427,12.83333;"Zeus affected France on a trajectory stretching from Brittany to the Italian border. Zeus was not named by a national meteorological agency but was widely used in French media, believed to be a misappellation of another low named by the Free University of Berlin charts
"
Zeus;Windstorm;2017-03-08 00:00:00;France,Switzerland,Italy;N/A;46,47.00016,42.83333;2,8.01427,12.83333;"Zeus affected France on a trajectory stretching from Brittany to the Italian border. Zeus was not named by a national meteorological agency but was widely used in French media, believed to be a misappellation of another low named by the Free University of Berlin charts
"
Xavier;Windstorm;2017-10-04 00:00:00;Germany,Poland,Czech Republic;N/A;51.5,52,49.75;10.5,20,15;"
"
Xavier;Windstorm;2017-10-05 00:00:00;Germany,Poland,Czech Republic;N/A;51.5,52,49.75;10.5,20,15;"
"
Xavier;Windstorm;2017-10-06 00:00:00;Germany,Poland,Czech Republic;N/A;51.5,52,49.75;10.5,20,15;"
"
Ex‑Ophelia;Windstorm;2017-10-16 00:00:00;Portugal,Spain,France,Ireland,United Kingdom,Norway,Sweden,Finland,Estonia,Russia;N/A;39.6945,40,46,53,54.75844,62,62,64,59,60;-8.13057,-4,2,-8,-2.69531,10,15,26,26,100;"
"
Ex‑Ophelia;Windstorm;2017-10-17 00:00:00;Portugal,Spain,France,Ireland,United Kingdom,Norway,Sweden,Finland,Estonia,Russia;N/A;39.6945,40,46,53,54.75844,62,62,64,59,60;-8.13057,-4,2,-8,-2.69531,10,15,26,26,100;"
"
Herwart;Windstorm;2017-10-28 00:00:00;Denmark,Germany,Poland,Czech Republic,Austria,Slovakia,Hungary;N/A;56,51.5,52,49.75,47.33333,48.66667,47;10,10.5,20,15,13.33333,19.5,20;"
"
Herwart;Windstorm;2017-10-29 00:00:00;Denmark,Germany,Poland,Czech Republic,Austria,Slovakia,Hungary;N/A;56,51.5,52,49.75,47.33333,48.66667,47;10,10.5,20,15,13.33333,19.5,20;"
"
Eleanor (Burglind);Windstorm;2018-01-02 00:00:00;Austria,Belgium,France,Germany,Ireland,Luxembourg,Netherlands,Switzerland,United Kingdom;N/A;47.33333,50.75,46,51.5,53,49.75,52.25,47.00016,54.75844;13.33333,4.5,2,10.5,-8,6.16667,5.75,8.01427,-2.69531;"
"
Eleanor (Burglind);Windstorm;2018-01-03 00:00:00;Austria,Belgium,France,Germany,Ireland,Luxembourg,Netherlands,Switzerland,United Kingdom;N/A;47.33333,50.75,46,51.5,53,49.75,52.25,47.00016,54.75844;13.33333,4.5,2,10.5,-8,6.16667,5.75,8.01427,-2.69531;"
"
Friederike (David);Windstorm;2018-01-18 00:00:00;Ireland,United Kingdom,France,Belgium,Netherlands,Luxembourg,Germany,Switzerland,Austria,Italy,Poland,Czech Republic,Slovakia,Belarus,Ukraine,Russia;N/A;53,54.75844,46,50.75,52.25,49.75,51.5,47.00016,47.33333,42.83333,52,49.75,48.66667,53,49,60;-8,-2.69531,2,4.5,5.75,6.16667,10.5,8.01427,13.33333,12.83333,20,15,19.5,28,32,100;"Schiphol closed. Record winds recorded in Rotterdam. Deutsche Bahn cancelled all long distance services. At least 10 dead in Germany. Record winds recorded at Brocken: 203 km/h (126 mph). Damage estimated at €1 billion to €2.6bn. Deutsche Bahn has decided to hire an additional 150 foresters because of damaged incurred by the storm.
"
Gloria;Windstorm;2020-01-15 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-16 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-17 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-18 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-19 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-20 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-21 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-22 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-23 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-24 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
Gloria;Windstorm;2020-01-25 00:00:00;Spain,France;N/A;40,46;-4,2;"High winds, severe flooding and heavy snowfall in northern Spain and southern France killed at least 13 people, with four missing.
"
